Date,Season,Seasnum,April,June,August,October,Stream,Streamnum,Bear,Cave,Falling,Sylamore,Tomahawk,Water,Spring,Reach,Habitat,Totdens,BES,CRC,CSR,DSS,GSD,GSF,LES,OTD,OZM,RBD,SLM,SRD,STD,WTS,BDS,HHC,NHS,SMB,AMM,BTM,NSF,OZB,OZS,ABL,RH,FTD,TSS,YOM,YKD,LPY,Temp,DO,pH,SPC,Length,Cover,Area,Width,Canopy,Depth,Velocity,Substrate,Volume,Arealog,Depthlog,Vellog,Vollog,Richness
7/31/2002,August,8,0,0,1,0,Falling,3,0,0,1,0,0,0,0,4,Riffle,0.514706627,0,0.072950546,0.149953899,0.040528081,0.016211232,0,0,0.125637051,0,0.077003354,0.040528081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,NA,20,39.4,25,246.7425,6.2625,51.25,11.91666667,9.833333333,4.291666667,29.40348125,2.392243961,1.076154791,1.034762106,1.468398752,7
7/31/2002,August,8,0,0,1,0,Falling,3,0,0,1,0,0,0,0,5,Run,0.313700886,0,0.019606305,0.121559093,0.03529135,0.003921261,0,0,0.062740177,0,0.031370089,0.03529135,0,0.003921261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,NA,20,31.1,10,255.02,8.2,45.71428571,10.95238095,5.047619048,3.904761905,27.9307619,2.406574241,1.039508541,0.781584426,1.446082783,8
7/31/2002,August,8,0,0,1,0,Falling,3,0,0,1,0,0,0,0,6,Pool,0.028971399,0,0,0,0,0,0,0,0.01158856,0,0,0.00579428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,NA,20,18.8,15,172.584,9.18,50,44.2,0,5.333333333,76.282128,2.23700053,1.645422269,0,1.8824228,2
7/31/2002,August,8,0,0,1,0,Falling,3,0,0,1,0,0,0,0,7,Run,0.569105691,0,0.009033424,0.09936766,0.072267389,0.009033424,0,0,0.045167118,0,0.009033424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,NA,20,20.5,5,110.7,5.4,36.25,27.16666667,3,5.333333333,30.0735,2.044147621,1.434036354,0.602059991,1.478183975,6
7/31/2002,August,8,0,0,1,0,Falling,3,0,0,1,0,0,0,0,8,Riffle,0.214126649,0,0,0.064237995,0.021412665,0.007137555,0,0,0.128475989,0,0.021412665,0.007137555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,NA,20,21.1,65,140.104,6.64,41,15.73333333,9.066666667,4.333333333,22.04302933,2.146450535,1.196820744,1.002885688,1.343271279,6
10/1/2002,October,10,0,0,0,1,Falling,3,0,0,1,0,0,0,0,1,Run,3.711122826,0,0.149944357,0.693492649,1.949276636,0.337374802,0,0,0.131201312,0.131201312,0.131201312,0.131201312,0,0,0,0,0.037486089,0,0,0,0,0,0,0,0,0,0,0,0.018743045,0,0,19.385,5.605,6.385,26.685,27.1,2,53.353125,1.96875,50,6.75,0.458333333,5.333333333,3.601335938,1.727159862,0.829303773,0.163856803,0.556463635,10
10/1/2002,October,10,0,0,0,1,Falling,3,0,0,1,0,0,0,0,2,Riffle,1.317330211,0,0.292740047,0.048790008,0.243950039,0,0,0.048790008,0.243950039,0,0.195160031,0.195160031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.385,5.605,6.385,26.685,12.2,45,20.496,1.68,12,6.266666667,0.333333333,4.133333333,1.284416,1.311669112,0.797036595,0.124938737,0.108705707,7
10/1/2002,October,10,0,0,0,1,Falling,3,0,0,1,0,0,0,0,3,Pool,0.784081405,0,0.062726512,0.407722331,0.058806105,0.031363256,0,0.035283663,0.047044884,0,0.054885698,0.019602035,0,0,0.031363256,0,0,0.015681628,0.011761221,0,0,0,0,0,0,0.003920407,0,0,0,0,0,19.385,5.605,6.385,26.685,42.2,10,255.0755556,6.044444444,42.77777778,27.66666667,0.037037037,5.185185185,70.5709037,2.406668841,1.441956838,0.015794267,1.848625679,12
10/1/2002,October,10,0,0,0,1,Falling,3,0,0,1,0,0,0,0,4,Riffle,1.156074148,0,0.109235353,0.373220788,0.309500166,0.036411784,0,0,0.127441245,0.072823568,0.054617676,0.118338299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.385,5.605,6.385,26.685,38,40,109.8545455,2.890909091,18.18181818,5.696969697,0.696969697,4.333333333,6.258380165,2.040818031,0.755643909,0.229674087,0.796461941,8
10/1/2002,October,10,0,0,0,1,Falling,3,0,0,1,0,0,0,0,5,Riffle,0.80507796,0,0.127385753,0.300630377,0.091717742,0,0,0,0.127385753,0,0.020381721,0.091717742,0,0,0,0,0.00509543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.385,5.605,6.385,26.685,29.8,15,196.2542857,6.585714286,47.14285714,4.238095238,0.238095238,4.238095238,8.317443537,2.292819149,0.627170712,0.092754053,0.919989861,7
10/1/2002,October,10,0,0,0,1,Falling,3,0,0,1,0,0,0,0,6,Pool,1.028217287,0,0.037560449,0.882670548,0.042255505,0.004695056,0,0.004695056,0.079815954,0,0.009390112,0.061035729,0,0,0.004695056,0,0,0.004695056,0,0,0,0,0,0,0,0,0,0,0,0,0,19.385,5.605,6.385,26.685,36.1,5,212.99,5.9,29.44444444,23.66666667,0.037037037,5.074074074,50.40763333,2.328359214,1.374137094,0.015794267,1.702496308,10
10/1/2002,October,10,0,0,0,1,Falling,3,0,0,1,0,0,0,0,7,Riffle,1.464726059,0,0.203949198,0.444980069,0.203949198,0.055622509,0,0.037081672,0.14832669,0,0.092704181,0.129785853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.385,5.605,6.385,26.685,16.1,10,53.935,3.35,21.66666667,11.33333333,0.277777778,4.777777778,6.112633333,1.731870683,1.054357662,0.106455331,0.786228345,8
10/1/2002,October,10,0,0,0,1,Falling,3,0,0,1,0,0,0,0,8,NA,0.331969566,0,0.044860752,0.026916451,0.017944301,0.00897215,0,0.00897215,0.215331611,0,0.00897215,0,0,0,0,0,0,0,0.00897215,0,0,0,0,0,0,0,0,0,0,0,0,19.385,5.605,6.385,26.685,14.4,15,111.456,7.74,72,8,0,4,8.91648,2.047103453,0.903089987,0,0.95019344,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
